,Stage Name,Full Name,Korean Name,K. Stage Name,Date of Birth,Group,Country,Height,Weight,Birthplace,Gender,Instagram,Birth,age,birth year
1290,Lina,Oh Hyesoo,오혜수,리나,5/23/1997,RedSquare,South Korea,0,0,,F,,1997-05-23,25,1997
1291,Nana,Kwon Nayeon,권나연,나나,3/9/2001,woo!ah!,South Korea,0,0,,F,,2001-03-09,21,2001
1292,Wooyeon,Park Jinkyung,박진경,우연,2/11/2003,woo!ah!,South Korea,0,0,,F,,2003-02-11,19,2003
1293,Sora,Sakata Sora,사카타 소라,소라,8/30/2003,woo!ah!,Japan,0,0,,F,,2003-08-30,19,2003
1294,Lucy,Kim Daeun,김대은,루시,4/9/2004,woo!ah!,South Korea,0,0,,F,,2004-04-09,18,2004
1295,Minseo,Kim Minseo,김민서,민서,8/12/2004,woo!ah!,South Korea,0,0,,F,,2004-08-12,18,2004
1296,Songyee,Park Songyee,박송이,송이,9/25/2004,,South Korea,0,0,,F,,2004-09-25,18,2004
1297,Lea,Ogawa Mizuki,오가와 미즈키,레아,8/12/1995,SECRET NUMBER,Japan,169,0,Tokyo,F,,1995-08-12,27,1995
1298,Dita,Dita Karang,디타 가랑,디타,12/25/1996,SECRET NUMBER,Indonesia,0,0,Yogyakarta,F,,1996-12-25,26,1996
1299,Jinny,Park Jinhee,박진희,지니,1/19/1998,SECRET NUMBER,South Korea,0,0,California,F,,1998-01-19,24,1998
1300,Soodam,Lee Soodam,이수담,수담,11/9/1999,SECRET NUMBER,South Korea,0,0,,F,,1999-11-09,23,1999
1301,Denise,Kim Denise,김데니스,데니스,1/11/2001,SECRET NUMBER,South Korea,0,0,,F,,2001-01-11,21,2001
1302,Soojin,Lee Soojin,이수진,수진,12/12/2001,Weeekly,South Korea,165,0,,F,,2001-12-12,21,2001
1303,Jiyoon,Shin Jiyoon,신지윤,지윤,3/2/2002,,South Korea,0,0,,F,,2002-03-02,20,2002
1304,Monday,Kim Jimin,김지민,먼데이,5/10/2002,Weeekly,South Korea,172,0,,F,,2002-05-10,20,2002
1305,Soeun,Park Soeun,박소은,소은,10/26/2002,Weeekly,South Korea,168,0,,F,,2002-10-26,20,2002
1306,Jaehee,Lee Jaehee,이재희,재희,3/18/2004,Weeekly,South Korea,166,0,,F,,2004-03-18,18,2004
1307,Jihan,Han Jihyo,한지효,지한,7/12/2004,Weeekly,South Korea,0,0,,F,,2004-07-12,18,2004
1308,Zoa,Cho Hyewon,조혜원,조아,5/31/2005,Weeekly,South Korea,170,0,,F,,2005-05-31,17,2005
1309,Seokhwa,Kang Seokhwa,강석화,석화,12/1/2000,WEi,South Korea,172,56,,M,,2000-12-01,22,2000
1310,Areum,Kim Daun,김다운,아름,1/31/1998,AREAL,South Korea,0,0,,F,,1998-01-31,24,1998
1311,Hyebin,Kim Hyebin,김혜빈,혜빈,3/29/1997,AREAL,South Korea,0,0,,F,,1997-03-29,25,1997
1312,Segye,Shin Segye,신세계,세계,8/19/1998,AREAL,South Korea,0,0,,F,,1998-08-19,24,1998
1313,Dabi,Park Jiwon,박지원,다비,1/19/2000,AREAL,South Korea,0,0,,F,,2000-01-19,22,2000
1314,Eyedi,Nam Yujin,남유진,아이디,12/8/1995,,South Korea,0,0,,F,,1995-12-08,27,1995
1315,Rano,Byun Yongseop,변용섭,라노,12/10/1998,E'LAST,South Korea,175,60,,M,,1998-12-10,24,1998
1316,Won Hyuk,Won Hyuk,원혁,원혁,2/22/2002,E'LAST,South Korea,181,63,,M,,2002-02-22,20,2002
1317,Wonjun,Lee Wonjun,이원준,원준,3/8/2002,E'LAST,South Korea,0,0,,M,,2002-03-08,20,2002
1318,Choi In,Choi In,최인,최인,2/11/1996,E'LAST,South Korea,170,50,,M,,1996-02-11,26,1996
1319,Seungyeop,Choi Seungyeop,최승엽,승엽,5/8/1997,E'LAST,South Korea,176,60,,M,,1997-05-08,25,1997
1320,Baekgyeul,Baek Sunwoo,백결,백선우,12/1/1999,E'LAST,South Korea,180,61,,M,,1999-12-01,23,1999
1321,Romin,Choi Youngmin,최영민,로민,4/24/2001,E'LAST,South Korea,179,58,,M,,2001-04-24,21,2001
1322,Yejun,Oh Yejun,오예준,예준,8/23/2002,E'LAST,South Korea,178,58,,M,,2002-08-23,20,2002
1323,Minho,Lee Minho,이민호,민호,9/4/1995,MY.st,South Korea,0,0,,M,,1995-09-04,27,1995
1324,Juntae,Kim Juntae,김준태,준태,9/4/1995,MY.st,South Korea,0,0,,M,,1995-09-04,27,1995
1325,Woncheol,Jung Woncheol,정원철,원철,1/12/1996,MY.st,South Korea,0,0,,M,,1996-01-12,26,1996
1326,Woojin,Lee Woojin,이우진,우진,11/22/1996,MY.st,South Korea,0,0,,M,,1996-11-22,26,1996
1327,Keonwoo,Kim Keonwoo,김건우,건우,12/17/1996,MY.st,South Korea,0,0,,M,,1996-12-17,26,1996
1328,Haneul,Choi Haneul,최하늘,하늘,11/28/2000,Saturday,South Korea,158,43,,F,,2000-11-28,22,2000
1329,Juyeon,Lee Juyeon,이주연,주연,11/6/2001,Saturday,South Korea,164,44,,F,,2001-11-06,21,2001
1330,Yuki,Lim Jiyeon,임지연,유키,1/30/2002,Saturday,South Korea,161,44,,F,,2002-01-30,20,2002
1331,Ayeon,Son Minji,손민지,아연,9/29/2002,Saturday,South Korea,162,47,,F,,2002-09-29,20,2002
1332,Minseo,Park Minseo,박민서,민서,3/21/2003,Saturday,South Korea,163,45,,F,,2003-03-21,19,2003
1333,Jieun,Park Jieun,박지은,지은,9/4/1997,Purple Kiss,South Korea,166,49,,F,,1997-09-04,25,1997
1334,Goeun,Na Goeun,나고은,고은,9/3/1999,Purple Kiss,South Korea,160,44,,F,,1999-09-03,23,1999
1335,Dosie,Jang Eunseung,장은성,도시,2/11/2000,Purple Kiss,South Korea,0,0,,F,,2000-02-11,22,2000
1336,Ireh,Cho Seoyoung,조서영,이레,4/30/2002,Purple Kiss,South Korea,0,0,,F,,2002-04-30,20,2002
1337,Yuki,Mori Koyuki,모리 코유키,유키,11/6/2002,Purple Kiss,Japan,0,0,,F,,2002-11-06,20,2002
1338,Chaein,Lee Chaeyoung,이채영,채인,12/5/2002,Purple Kiss,South Korea,0,0,,F,,2002-12-05,20,2002
1339,Swan,Park Soojin,박수진,수안,7/11/2003,Purple Kiss,South Korea,0,0,,F,,2003-07-11,19,2003
1340,EunB,Shin Eunbi,신은비,은비,9/17/2000,Maka Maka,South Korea,0,0,,F,,2000-09-17,22,2000
1341,Heesu,Kim Heesu,김희수,희수,3/24/1998,Maka Maka,South Korea,0,0,,F,,1998-03-24,24,1998
1342,Daseul,Yang Daseul,양다슬,다슬,9/14/2000,Maka Maka,South Korea,0,0,,F,,2000-09-14,22,2000
1343,Chaewon,Lee Chaewon,이채원,채원,3/18/2000,Maka Maka,South Korea,0,0,,F,,2000-03-18,22,2000
1344,Dia,Kwak Minnyeong,곽민녕,디아,9/3/1999,Maka Maka,South Korea,0,0,,F,,1999-09-03,23,1999
1345,Junghwan,So Junghwan,소정환,정환,2/18/2005,Treasure,South Korea,0,0,,M,,2005-02-18,17,2005
1346,Lee Hyeop,Lee Hyeop,이협,이협,8/13/1999,DRIPPIN,South Korea,177,57,,M,,1999-08-13,23,1999
1347,Yunseong,Hwang Yunseong,황윤성,윤성,10/30/2000,DRIPPIN,South Korea,181,60,,M,,2000-10-30,22,2000
1348,Changuk,Joo Changuk,주창욱,창욱,7/25/2001,DRIPPIN,South Korea,184,59,,M,,2001-07-25,21,2001
1349,Dongyun,Kim Dongyun,김동윤,동윤,2/18/2002,DRIPPIN,South Korea,177,61,,M,,2002-02-18,20,2002
1350,Minseo,Kim Minseo,김민서,민서,5/13/2002,DRIPPIN,South Korea,177,53,,M,,2002-05-13,20,2002
1351,Alex,Alexander Schmidt Lee,알렉산더 슈미트 리,알렉스,10/6/2004,DRIPPIN,Germany,180,0,,M,,2004-10-06,18,2004
1352,Dongjun,Hwang Dongjun,황동준,동준,9/7/1999,,South Korea,0,0,,M,,1999-09-07,23,1999
1353,Junhyung,Son Junhyung,손준형,준형,10/21/2000,Ghost9,South Korea,0,0,,M,,2000-10-21,22,2000
1354,Kangsung,Lee Kangsung,이강성,강성,8/8/2002,Ghost9,South Korea,0,0,,M,,2002-08-08,20,2002
1355,Junseong,Choi Junseong,최준성,준성,9/29/2002,Ghost9,South Korea,170,55,,M,,2002-09-29,20,2002
1356,Prince,Pasidh Vataniyapromote,파싯 와타니야쁘라못,프린스,1/10/2003,Ghost9,Thailand,0,0,,M,,2003-01-10,19,2003
1357,Keeho,Yoon Kiho,윤기호,기호,9/27/2001,P1Harmony,Canada,0,0,,M,,2001-09-27,21,2001
1358,Jiung,Choi Jiwoong,최지웅,지웅,10/7/2001,P1Harmony,South Korea,0,0,,M,,2001-10-07,21,2001
1359,Intak,Hwang Intak,황인탁,인탁,8/31/2003,P1Harmony,South Korea,0,0,,M,,2003-08-31,19,2003
1360,Soul,Haku Shota,하쿠 쇼타,소울,2/1/2005,P1Harmony,Japan,0,0,,M,,2005-02-01,17,2005
1361,Jongseob,Kim Jongseob,김종섭,종섭,11/19/2005,P1Harmony,South Korea,173,0,,M,,2005-11-19,17,2005
1362,Jungwon,Yang Jungwon,양정원,정원,2/9/2004,ENHYPEN,South Korea,0,0,,M,,2004-02-09,18,2004
1363,Jay,Park Jongsung,박종성,제이,4/20/2002,ENHYPEN,South Korea,0,0,,M,,2002-04-20,20,2002
1364,Jake,Shim Jaeyoon,심재윤,제이크,11/15/2002,ENHYPEN,South Korea,0,0,,M,,2002-11-15,20,2002
1365,Ni-Ki,Nishimura Riki,니시무라 리키,니키,12/9/2005,ENHYPEN,Japan,0,0,,M,,2005-12-09,17,2005
1366,Heeseung,Lee Heeseung,이희승,희승,10/15/2001,ENHYPEN,South Korea,0,0,,M,,2001-10-15,21,2001
1367,Sunghoon,Park Sunghoon,박성훈,성훈,12/8/2002,ENHYPEN,South Korea,0,0,,M,,2002-12-08,20,2002
1368,Sunoo,Kim Sunwoo,김선우,선우,6/24/2003,ENHYPEN,South Korea,0,0,,M,,2003-06-24,19,2003
1369,Shin,Kim Suhyun,김수현,신,3/18/2000,Ghost9,South Korea,0,0,,M,,2000-03-18,22,2000
1370,Theo,Choi Taeyang,최태양,태오,7/1/2001,P1Harmony,South Korea,0,0,,M,,2001-07-01,21,2001
1371,E-Chan,Lee Changmin,이창민,이찬,2/19/1997,DKB,South Korea,178,63,,M,,1997-02-19,25,1997
1372,D1,Jang Dongil,장동일,디원,2/15/1998,DKB,South Korea,174,59,,M,,1998-02-15,24,1998
1373,Teo,Jang Sungsik,장성식,테오,10/22/1997,DKB,South Korea,177,64,,M,,1997-10-22,25,1997
1374,GK,Kim Kwanghyun,김광현,지케이,9/29/1998,DKB,South Korea,177,60,,M,,1998-09-29,24,1998
1375,Heechan,Yang Heechan,양희찬,희찬,7/31/1999,DKB,South Korea,176,63,,M,,1999-07-31,23,1999
1376,Lune,Jung Sungmin,정성민,룬,2/27/2000,DKB,South Korea,176,55,,M,,2000-02-27,22,2000
1377,Junseo,Hwang Junseo,황준서,준서,1/16/2001,DKB,South Korea,182,67,,M,,2001-01-16,21,2001
1378,Yuku,Amanumu Yuku,아마누마 유쿠,유쿠,5/12/2002,DKB,Japan,176,55,,M,,2002-05-12,20,2002
1379,Harry-June,Han Harry-June,한해리준,해리준,1/1/2004,DKB,South Korea,178,61,,M,,2004-01-01,18,2004
1380,EunB,Byun Eunbi,변은비,은비,11/23/2000,PRECIOUS,South Korea,164,49,Busan,F,,2000-11-23,22,2000
1381,Jihyo,Lee Jihyo,이지효,지효,4/22/2001,PRECIOUS,South Korea,166,49,Gyeonggi,F,,2001-04-22,21,2001
1382,Hanwoom,Byun Hanwoom,변한움,한움,6/5/2001,PRECIOUS,South Korea,160,43,Seoul,F,,2001-06-05,21,2001
1383,Lee Soo,Jin Isoo,진이수,이수,6/27/2001,PRECIOUS,South Korea,163,47,Incheon,F,,2001-06-27,21,2001
1384,Hanbyul,Kyung Hanbyul,경한별,한별,7/1/2005,PRECIOUS,South Korea,167,49,Seoul,F,,2005-07-01,17,2005
1385,Seoyoon,Kim Suyoung,김수영,서윤,1/26/1995,BOTOPASS,South Korea,0,0,,F,,1995-01-26,27,1995
1386,Cui Xiang,Cui Xiang,최상,최상,1/26/1995,BOTOPASS,China,0,0,,F,,1995-01-26,27,1995
1387,Jiwon,Park Jiwon,박지원,지원,3/17/1997,BOTOPASS,South Korea,165,45,,F,,1997-03-17,25,1997
1388,Ria,Kuwayama Ria,쿠와야마 리아,리아,2/3/1998,BOTOPASS,Japan,0,0,,F,,1998-02-03,24,1998
1389,Mihee,Lee Mihee,이미희,미희,8/24/2000,BOTOPASS,South Korea,0,0,,F,,2000-08-24,22,2000
1390,Harin,Seo Harin,서하린,하린,12/7/2000,BOTOPASS,South Korea,0,0,,F,,2000-12-07,22,2000
1391,Shiho,Kwon Subin,권수빈,시호,8/22/2001,BOTOPASS,South Korea,0,0,,F,,2001-08-22,21,2001
1392,Ahyoon,Choi Subin,최수빈,아윤,10/23/2004,BOTOPASS,South Korea,0,0,,F,,2004-10-23,18,2004
1393,Eseo,Noh Hyunjung,노현정,이서,3/4/1996,LUNARSOLAR,South Korea,161,0,,F,,1996-03-04,26,1996
1394,Taeryeong,Lim Jeongmin,임정민,태령,12/27/2000,LUNARSOLAR,South Korea,0,0,,F,,2000-12-27,22,2000
1395,Jian,Kwon Jieun,권지은,지안,3/14/2001,LUNARSOLAR,South Korea,0,0,,F,,2001-03-14,21,2001
1396,Yuuri,Tokunaga Yuuri,도쿠나가 유우리,유우리,5/16/2001,LUNARSOLAR,Japan,0,0,,F,,2001-05-16,21,2001
1397,Sieun,Lee Sieun,이시은,시은,9/19/1993,CHECKMATE,South Korea,163,0,,F,,1993-09-19,29,1993
1398,Suri,Kang Suri,강수리,수리,10/11/1994,CHECKMATE,South Korea,168,0,,F,,1994-10-11,28,1994
1399,Nason,Kim Duyeop,김두엽,네이슨,6/12/1995,CHECKMATE,South Korea,0,0,,M,,1995-06-12,27,1995
1400,Yongseok,Choi Yongseok,최용석,용석,5/23/1996,CHECKMATE,South Korea,0,0,,M,,1996-05-23,26,1996
1401,Noah,Hwang Seundae,황승대,노아,3/18/1998,CHECKMATE,South Korea,0,0,,M,,1998-03-18,24,1998
1402,Karina,Yoo Jimin,유지민,카리나,4/11/2000,aespa,South Korea,167,45,Gyeonggi,F,,2000-04-11,22,2000
1403,Giselle,Uchinaga Aeri,우치나가 애리,지젤,10/30/2000,aespa,Japan,166,0,,F,,2000-10-30,22,2000
1404,Winter,Kim Minjung,김민정,윈터,1/1/2001,aespa,South Korea,0,0,Yangsan,F,,2001-01-01,21,2001
1405,Ningning,Ning Yizhuo,닝이쭤,닝닝,10/23/2002,aespa,China,165,43,Harbin,F,,2002-10-23,20,2002
1406,Juhyun,Cha Juhyun,차주현,주현,4/1/2000,Bling Bling,South Korea,0,0,,F,,2000-04-01,22,2000
1407,Ayamy,Suzuki Ayami,스즈키 아야미,아야미,7/15/2000,Bling Bling,Japan,0,0,,F,,2000-07-15,22,2000
1408,Jieun,Choi Jieun,최지은,지은,3/3/2001,Bling Bling,South Korea,0,0,,F,,2001-03-03,21,2001
1409,Marin,Yasufuku Marin,야스후쿠 마린,마린,3/17/2001,Bling Bling,Japan,0,0,Osaka,F,,2001-03-17,21,2001
1410,Narin,Lee Narin,이나린,나린,10/29/2001,Bling Bling,South Korea,0,0,,F,,2001-10-29,21,2001
1411,Yubin,Kim Yubin,김유빈,유빈,2/27/2002,Bling Bling,South Korea,166,47,,F,,2002-02-27,20,2002
1412,Sumin,Bae Sumin,배수민,수민,3/13/2001,STAYC,South Korea,159,46,Pohang,F,,2001-03-13,21,2001
1413,Sieun,Park Sieun,박시은,시은,8/1/2001,STAYC,South Korea,160,44,Seoul,F,,2001-08-01,21,2001
1414,Isa,Lee Chaeyoung,이채영,아이사,1/23/2002,STAYC,South Korea,165,45,Busan,F,,2002-01-23,20,2002
1415,Seeun,Yoon Seeun,윤세은,세은,6/14/2003,STAYC,South Korea,167,49,Pyeongtaek,F,,2003-06-14,19,2003
1416,Yoon,Shim Jayoon,심자윤,윤,4/14/2004,STAYC,South Korea,171,49,Gwangju,F,,2004-04-14,18,2004
1417,J,Jang Yeeun,장예은,제이,12/9/2004,STAYC,South Korea,170,48,Daejeon,F,,2004-12-09,18,2004
1418,J-Min,Jeon Minwook,전민욱,제이민,10/16/1999,BAE173,South Korea,0,0,,M,,1999-10-16,23,1999
1419,Yoojun,Jung Gun,정건,유준,12/27/2000,BAE173,South Korea,0,0,,M,,2000-12-27,22,2000
1420,Muzin,Kim Hyunwoo,김현우,무진,3/29/2001,BAE173,South Korea,0,0,,M,,2001-03-29,21,2001
1421,Junseo,Park Junseo,박준서,준서,12/28/2001,BAE173,South Korea,0,0,,M,,2001-12-28,21,2001
1422,Youngseo,Ryu Youngseo,류영서,영서,6/13/2002,BAE173,South Korea,0,0,,M,,2002-06-13,20,2002
1423,Doha,Na Gyumin,나규민,도하,3/7/2004,BAE173,South Korea,0,0,,M,,2004-03-07,18,2004
1424,Bit,No Minjae,노민재,빛,7/21/2004,BAE173,South Korea,0,0,,M,,2004-07-21,18,2004
1425,Shotaro,Osaki Shotaro,오사키 쇼타로,쇼타로,11/25/2000,NCT,Japan,0,0,,M,,2000-11-25,22,2000
1426,Sungchan,Jung Sungchan,정성찬,성찬,9/13/2001,NCT,South Korea,0,0,,M,,2001-09-13,21,2001
1427,SongSun,Kim Songsun,김송선,송선,3/22/1997,TRI.BE,South Korea,0,0,,F,,1997-03-22,25,1997
1428,Kelly,Lin Kelly,린 켈리,켈리,1/16/2002,TRI.BE,Taiwan,0,0,Kaohsiung,F,,2002-01-16,20,2002
1429,Jinha,Kim Jinha,김진하,진하,11/21/2003,TRI.BE,South Korea,0,0,,F,,2003-11-21,19,2003
1430,Hyunbin,Kim Hyunbin,김현빈‬,현빈‬,5/26/2004,TRI.BE,South Korea,0,0,,F,,2004-05-26,18,2004
1431,Jia,Guo Jiajia,궈 지아지아,지아,7/30/2005,TRI.BE,China,0,0,,F,,2005-07-30,17,2005
1432,Soeun,Bang Soeun,방소은,소은,12/10/2005,TRI.BE,South Korea,0,0,,F,,2005-12-10,17,2005
1433,Mire,Su Mire,수미레,미레,3/26/2006,TRI.BE,Japan,0,0,,F,,2006-03-26,16,2006
1434,Noah,Song Yubin,송유빈,노아,8/2/2000,T1419,South Korea,0,0,,M,,2000-08-02,22,2000
1435,Sian,Choi Changmin,최창민,시안,2/1/2001,T1419,South Korea,0,0,,M,,2001-02-01,21,2001
1436,Kevin,Baek Seungbin,백승빈,케빈,4/8/2001,T1419,South Korea,0,0,,M,,2001-04-08,21,2001
1437,Gunwoo,Kim Gunwoo,김건우,건우,5/28/2002,T1419,South Korea,0,0,,M,,2002-05-28,20,2002
1438,Leo,Hayase Leo,하야세 레오,레오,10/8/2002,T1419,Japan,0,0,,M,,2002-10-08,20,2002
1439,On,Choi Juhwan,최주환,온,10/16/2002,T1419,South Korea,0,0,,M,,2002-10-16,20,2002
1440,Zero,Nasukawa Shota,나스카와 쇼타,제로,1/20/2003,T1419,Japan,0,0,,M,,2003-01-20,19,2003
1441,Kairi,Imai Kairi,이마이 카이리,카이리,2/24/2003,T1419,Japan,0,0,,M,,2003-02-24,19,2003
1442,Kio,Udo Musashi,우도 무사시,키오,11/28/2004,T1419,South Korea,0,0,,M,,2004-11-28,18,2004
1443,Lola,Choi Yoojung,최유정,로라,2/22/2001,Pixy,South Korea,169,0,,F,,2001-02-22,21,2001
1444,Satbyeol,Jeon Yujin,전유진,샛별,2/27/2001,Pixy,South Korea,165,0,,F,,2001-02-27,21,2001
1445,Dia,Choi Eunji,최은지,디아,7/16/2001,Pixy,South Korea,165,0,,F,,2001-07-16,21,2001
1446,Sua,Choi Sooah,최수아,수아,2/24/2003,Pixy,South Korea,162,44,,F,,2003-02-24,19,2003
1447,Dajeong,Jung Dajeong,정다정,다정,7/31/2003,Pixy,South Korea,157,42,,F,,2003-07-31,19,2003
1448,Louis,Yang Dongsik,양동식,루이,4/8/2001,Kingdom,South Korea,0,0,,M,,2001-04-08,21,2001
1449,Chiwoo,Guk Seungjun,국승준,치우,9/2/2002,Kingdom,South Korea,0,0,,M,,2002-09-02,20,2002
1450,Ivan,Park Yooseong,박유성,아이반,10/12/2001,Kingdom,South Korea,0,0,,M,,2001-10-12,21,2001
1451,Mujin,Ko Sungho,고성호,무진,11/20/2000,Kingdom,South Korea,0,0,,M,,2000-11-20,22,2000
1452,Jahan,Im Jihun,임지훈,자한,8/1/2002,Kingdom,South Korea,0,0,,M,,2002-08-01,20,2002
1453,Eric,Moon Junghyuk,문정혁,에릭,2/16/1979,Shinhwa,South Korea,180,70,Seoul,M,,1979-02-16,43,1979
1454,Minwoo,Lee Minwoo,이민우,민우,7/28/1979,Shinhwa,South Korea,172,60,Namwon,M,,1979-07-28,43,1979
1455,Dongwan,Kim Dongwan,김동완,동완,11/21/1979,Shinhwa,South Korea,173,68,Pohang,M,,1979-11-21,43,1979
1456,Shin Hyesung,Jung Pilkyo,정필교,신혜성,11/27/1979,Shinhwa,South Korea,179,65,Seoul,M,,1979-11-27,43,1979
1457,Jun Jin,Park Choongjae,박충재,전진,8/19/1980,Shinhwa,South Korea,182,75,Seoul,M,,1980-08-19,42,1980
1458,Andy,Lee Sunho,이선호,앤디,1/21/1981,Shinhwa,South Korea,175,62,Seoul,M,,1981-01-21,41,1981
1459,Sangah,Yoo Sangah,윤상아,상아,9/4/2002,LIGHTSUM,South Korea,168,0,Incheon,F,,2002-09-04,20,2002
1460,Chowon,Han Chowon,한초원,초원,9/16/2002,LIGHTSUM,South Korea,168,50,Seoul,F,,2002-09-16,20,2002
1461,Nayoung,Kim Nayoung,김나영,나영,11/30/2002,LIGHTSUM,South Korea,154,43,Chuncheon,F,,2002-11-30,20,2002
1462,Hina,Nagai Hina,나가이 히나,히나,4/7/2003,LIGHTSUM,Japan,0,0,Kanagawa,F,,2003-04-07,19,2003
1463,Juhyeon,Lee Juhyeon,이주현,주현,4/8/2004,LIGHTSUM,South Korea,171,48,,F,,2004-04-08,18,2004
1464,Yujeong,Lee Yujeong,이유정,유정,6/14/2004,LIGHTSUM,South Korea,160,41,,F,,2004-06-14,18,2004
1465,Huiyeon,Oh Huiyeon,오휘연,휘연,8/1/2005,,South Korea,0,0,,F,,2005-08-01,17,2005
1466,Jian,Kim Jian,김지안,지안,11/4/2006,,South Korea,0,0,,F,,2006-11-04,16,2006
1467,Ida,Ko Chaeyoung,고채영,아이다,5/19/2000,MAJORS,South Korea,163,43,,F,,2000-05-19,22,2000
1468,Vita,Kim Jimin,김지민,비타,2/3/2000,MAJORS,South Korea,168,54,,F,,2000-02-03,22,2000
1469,Aki,Jang Minju,장민주,아키,2/12/2001,MAJORS,South Korea,168,48,,F,,2001-02-12,21,2001
1470,Suzy,Kim Suji,김수지,수지,6/3/2001,MAJORS,South Korea,164,45,,F,,2001-06-03,21,2001
1471,Shinye,Kam Yerim,감예림,신예,3/7/2004,MAJORS,South Korea,166,46,,F,,2004-03-07,18,2004
1472,Tan,Choi Seokwon,최석원,탄,8/25/1996,Ciipher,South Korea,184,75,,M,,1996-08-25,26,1996
1473,Hwi,Lee Choonghyun,이충현,휘,2/4/1999,Ciipher,South Korea,172,61,,M,,1999-02-04,23,1999
1474,Hyunbin,Moon Hyunbin,문현빈,현빈,2/26/2000,Ciipher,South Korea,177,61,,M,,2000-02-26,22,2000
1475,Keita,Terazono Keita,테라조노 케이타,케이타,7/4/2001,Ciipher,Japan,170,59,,M,,2001-07-04,21,2001
1476,TAG,Yeom Taekyun,염태균,태그,9/30/2002,Ciipher,South Korea,176,54,,M,,2002-09-30,20,2002
1477,Dohwan,Gil Dohwan,길도환,도환,8/26/2003,Ciipher,South Korea,175,61,,M,,2003-08-26,19,2003
1478,Lien,Shimada Sho,시마다 쇼,리안,3/11/1998,Mirae,Japan,0,0,Osaka,M,,1998-03-11,24,1998
1479,Junhyuk,Lee Junhyuk,이준혁,이준혁,5/16/2000,Mirae,South Korea,180,63,Seoul,M,,2000-05-16,22,2000
1480,Douhyun,Yoo Douhyun,유도현,도현,12/25/2000,Mirae,South Korea,0,0,,M,,2000-12-25,22,2000
1481,Khael,Lee Sangmin,이상민,카엘,1/18/2002,Mirae,South Korea,178,58,,M,,2002-01-18,20,2002
1482,Siyoung,Park Siyoung,박시영,시영,5/6/2003,Mirae,South Korea,172,55,,M,,2003-05-06,19,2003
1483,Yubin,Jang Yubin,장유빈,유빈,6/10/2004,Mirae,South Korea,0,0,,M,,2004-06-10,18,2004
1484,Juhan,Hong Seunghyun,홍승현,주한,6/21/2001,BLITZERS,South Korea,0,0,,M,,2001-06-21,21,2001
1485,Jinhwa,Choi Jinhwa,최진화,진화,1/15/2002,BLITZERS,South Korea,180,64,,M,,2002-01-15,20,2002
1486,Sya,Lee Junyoung,이준영,샤,9/9/2002,BLITZERS,South Korea,0,0,,M,,2002-09-09,20,2002
1487,Lutan,Choi Gyeongseok,최경석,루탄,12/6/2003,BLITZERS,South Korea,0,0,,M,,2003-12-06,19,2003
1488,Wooju,Cho Wooju,조우주,우주,1/21/2004,BLITZERS,South Korea,0,0,,M,,2004-01-21,18,2004
1489,Go_U,Jang Junho,고유,장준호,6/15/2001,BLITZERS,South Korea,0,0,,M,,2001-06-15,21,2001
1490,Chris,Han Chris,한 크리스,크리스,11/19/2002,BLITZERS,South Korea,0,0,,M,,2002-11-19,20,2002
1491,Mayna,Shaoxi Mengna,,메이나,5/12/2000,HOT ISSUE,China,170,47,,F,,2000-05-12,22,2000
1492,Nahyun,Kang Nahyun,강나현,나현,1/25/2002,HOT ISSUE,South Korea,0,0,,F,,2002-01-25,20,2002
1493,Hyeongshin,Kim Hyungshin,김형신,형신,5/3/2002,HOT ISSUE,South Korea,0,0,,F,,2002-05-03,20,2002
1494,Dana,Jang Dana,장다나,다나,12/25/2003,HOT ISSUE,South Korea,0,0,,F,,2003-12-25,19,2003
1495,Yewon,Park Yewon,박예원,예원,1/11/2004,HOT ISSUE,South Korea,0,0,,F,,2004-01-11,18,2004
1496,Yebin,Kim Yebin,김예빈,예빈,11/1/2004,HOT ISSUE,South Korea,0,0,,F,,2004-11-01,18,2004
1497,Dain,Jung Dain,정다인,다인,12/15/2004,HOT ISSUE,South Korea,0,0,,F,,2004-12-15,18,2004
1498,Momoka,Matsuda Momoka,마쓰다 모모카,모모카,12/26/2000,Pink Fantasy,Japan,152,0,,F,,2000-12-26,22,2000
1499,Miku,Katae Miku,카타에 미쿠,미쿠,10/9/2002,Pink Fantasy,Japan,0,0,,F,,2002-10-09,20,2002
1500,Mint,Kunpat Phonpawiworakun,쿤팟 퍼언빠위워라쿤,민트,6/23/1994,Tiny-G,Thailand,150,42,,F,,1994-06-23,28,1994
1501,Dohee,Min Dohee,민도희,도희,9/25/1994,Tiny-G,South Korea,152,39,,F,,1994-09-25,28,1994
1502,J.Min,Shin Minjung,신민정,제이민,11/20/1994,Tiny-G,South Korea,155,0,,F,,1994-11-20,28,1994
1503,Myungji,Kim Myungji,김명지,명지,10/9/1997,Tiny-G,South Korea,164,0,,F,,1997-10-09,25,1997
1504,Andy,Lui Chunyeung,루이쯔양,앤디,10/6/1994,7 O'clock,Hong Kong,0,0,,M,,1994-10-06,28,1994
1505,Hangyeom,Song Hangyeom,송한겸,한겸,7/17/1996,OMEGA X,South Korea,0,0,,M,,1996-07-17,26,1996
1506,Hyun,Park Sunghyun,박성현,성현,8/25/1997,7 O'clock,South Korea,176,58,Suwon,M,,1997-08-25,25,1997
